frame,centoid_x,centroid_y,blob_orient,area,grey,spine_length,width,perimeter,collision_flag,...79,id,name,trial,condition,group,odor_a_x,odor_a_y,spinepoint_x_1_conv,spinepoint_y_1_conv,spinepoint_x_2_conv,spinepoint_y_2_conv,spinepoint_x_3_conv,spinepoint_y_3_conv,spinepoint_x_4_conv,spinepoint_y_4_conv,spinepoint_x_5_conv,spinepoint_y_5_conv,spinepoint_x_6_conv,spinepoint_y_6_conv,spinepoint_x_7_conv,spinepoint_y_7_conv,spinepoint_x_8_conv,spinepoint_y_8_conv,spinepoint_x_9_conv,spinepoint_y_9_conv,spinepoint_x_10_conv,spinepoint_y_10_conv,spinepoint_x_11_conv,spinepoint_y_11_conv,spinepoint_x_12_conv,spinepoint_y_12_conv,odor_a_x_rot,odor_a_y_rot,contourpoint_x_1_conv,contourpoint_y_1_conv,contourpoint_x_2_conv,contourpoint_y_2_conv,contourpoint_x_3_conv,contourpoint_y_3_conv,contourpoint_x_4_conv,contourpoint_y_4_conv,contourpoint_x_5_conv,contourpoint_y_5_conv,contourpoint_x_6_conv,contourpoint_y_6_conv,contourpoint_x_7_conv,contourpoint_y_7_conv,contourpoint_x_8_conv,contourpoint_y_8_conv,contourpoint_x_9_conv,contourpoint_y_9_conv,contourpoint_x_10_conv,contourpoint_y_10_conv,contourpoint_x_11_conv,contourpoint_y_11_conv,contourpoint_x_12_conv,contourpoint_y_12_conv,contourpoint_x_13_conv,contourpoint_y_13_conv,contourpoint_x_14_conv,contourpoint_y_14_conv,contourpoint_x_15_conv,contourpoint_y_15_conv,contourpoint_x_16_conv,contourpoint_y_16_conv,contourpoint_x_17_conv,contourpoint_y_17_conv,contourpoint_x_18_conv,contourpoint_y_18_conv,contourpoint_x_19_conv,contourpoint_y_19_conv,contourpoint_x_20_conv,contourpoint_y_20_conv,contourpoint_x_21_conv,contourpoint_y_21_conv,contourpoint_x_22_conv,contourpoint_y_22_conv,tail_vector_x,tail_vector_y,head_vector_x,head_vector_y,midpoint_speed,midpoint_speed_bl,midpoint_distance,midpoint_distance_bl,distance_to_sp,head_vector_angular_speed,tail_vector_angular_speed,abs_head_vector_angular_speed,abs_tail_vector_angular_speed,head_vel_forward,tail_vel_forward,head_vel_forward_bl,tail_vel_forward_bl,na_flag_flip,head_vector_extended_x,head_vector_extended_y,bending_angle,abs_bending_angle,bearing_angle,heading_angle,distance_to_odor,odor_orientation,odor_speed,pref,spinepoint_x_1,spinepoint_x_2,spinepoint_x_3,spinepoint_x_4,spinepoint_x_5,spinepoint_x_6,spinepoint_x_7,spinepoint_x_8,spinepoint_x_9,spinepoint_x_10,spinepoint_x_11,spinepoint_x_12,spinepoint_y_1,spinepoint_y_2,spinepoint_y_3,spinepoint_y_4,spinepoint_y_5,spinepoint_y_6,spinepoint_y_7,spinepoint_y_8,spinepoint_y_9,spinepoint_y_10,spinepoint_y_11,spinepoint_y_12,contourpoint_x_1,contourpoint_x_2,contourpoint_x_3,contourpoint_x_4,contourpoint_x_5,contourpoint_x_6,contourpoint_x_7,contourpoint_x_8,contourpoint_x_9,contourpoint_x_10,contourpoint_x_11,contourpoint_x_12,contourpoint_x_13,contourpoint_x_14,contourpoint_x_15,contourpoint_x_16,contourpoint_x_17,contourpoint_x_18,contourpoint_x_19,contourpoint_x_20,contourpoint_x_21,contourpoint_x_22,contourpoint_y_1,contourpoint_y_2,contourpoint_y_3,contourpoint_y_4,contourpoint_y_5,contourpoint_y_6,contourpoint_y_7,contourpoint_y_8,contourpoint_y_9,contourpoint_y_10,contourpoint_y_11,contourpoint_y_12,contourpoint_y_13,contourpoint_y_14,contourpoint_y_15,contourpoint_y_16,contourpoint_y_17,contourpoint_y_18,contourpoint_y_19,contourpoint_y_20,contourpoint_y_21,contourpoint_y_22,distance_from_sp,HCs,HC_flag,HCs_right,HCs_left,HC_angle,Abs_HC_angle,HC_reorientation,run_flag,run_direction,step_boolean,IS_angle,Abs_IS_angle,IS_reorientation,IS_interval,IS_distance,run_speed,step_idx,step_extr,gt_1min,minima,IS_distance_bl,run_speed_bl,flanks
790,64.8397,14.9873,-0.908383,720,33965,4.13029422916132,0.95582,9.52112,0,0.0702247,3,113.csv,20230410_110403-data,0_Degree,GoDM,0,0,66.22922,-13.57786,65.90474,-13.8297,65.60342,-14.0685,65.33376,-14.3304,65.08922,-14.6154,64.85836,-14.91982,64.63846,-15.20914,64.41138,-15.52736,64.20782,-15.8543,64.02494,-16.15604,63.8457,-16.48528,63.65804,-16.79696,0,0,66.22922,-13.57786,66.18482,-14.04578,65.92924,-14.3235,65.68086,-14.58182,65.4605,-14.85362,65.26098,-15.1501,65.05656,-15.42476,64.82624,-15.71976,64.59554,-16.02088,64.37792,-16.29574,64.14498,-16.59768,63.65804,-16.79696,63.61788,-16.24424,63.7478,-15.88298,63.90048,-15.55696,64.08576,-15.20668,64.31716,-14.86826,64.55044,-14.5627,64.81842,-14.25008,65.09988,-13.96132,65.40182,-13.7116,65.73338,-13.5252,-0.4582807788944,-0.477437491817852,-0.362119999999997,-0.630979999999999,2.20169174227468,0.544618224279039,0.945156867592132,0.233797331846896,0.591272401520662,-15.3818019407462,-12.3980674211904,15.3818019407462,12.3980674211904,1.32087519216061,1.52466945837513,0.326736339986233,0.377147607491528,FALSE,-1.24352,-1.86988,9.4698205380878,9.4698205380878,59.1276132985389,74.0185679339688,66.5522944061435,towards,0.0119575813877994,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,FALSE,,,,,,,,,,,,,0
791,64.7591,15.1753,-0.91505,718,33365,4.14898278834392,0.931245,9.54522,0,0.0702247,3,113.csv,20230410_110403-data,0_Degree,GoDM,0,0,66.1041,-13.70538,65.79616,-13.96734,65.49838,-14.2158,65.24286,-14.46904,64.99148,-14.7676,64.77498,-15.06042,64.56526,-15.35496,64.35594,-15.66496,64.15684,-15.99232,63.96912,-16.30808,63.79396,-16.63722,63.6166,-16.93566,0,0,66.1041,-13.70538,66.08636,-14.17578,65.84066,-14.46314,65.60294,-14.71086,65.3738,-14.99586,65.18364,-15.28016,64.98976,-15.56236,64.77284,-15.85272,64.54484,-16.15492,64.3176,-16.44286,64.09136,-16.74628,63.6166,-16.93566,63.56678,-16.39996,63.69514,-16.03938,63.84798,-15.69888,64.02416,-15.3475,64.23212,-15.0195,64.45782,-14.71268,64.70934,-14.4126,64.99416,-14.10806,65.27994,-13.86326,65.61272,-13.66642,-0.456366275371388,-0.488498451088899,-0.362880000000011,-0.644899999999998,2.61542914383079,0.646961765214751,1.10862118908156,0.274232442172818,0.753911529292398,-16.2810053706644,-20.0462717486653,16.2810053706644,20.0462717486653,1.19107946941721,1.57671987288474,0.29462961283537,0.390022981359226,FALSE,-1.19752,-1.86962,9.598884789517,9.598884789517,60.0366485287452,74.6307197069717,66.5027389253766,towards,0.00771303590651317,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,FALSE,,,,,,,,,,,,,0
792,64.6617,15.3935,-0.946838,703,32906,4.16320205325179,0.927189,9.54522,0,0.0702247,3,113.csv,20230410_110403-data,0_Degree,GoDM,0,0,65.971,-13.82414,65.68678,-14.1082,65.41394,-14.36186,65.1635,-14.61938,64.91432,-14.91998,64.70926,-15.20152,64.49354,-15.5107,64.2987,-15.8101,64.10496,-16.13978,63.92278,-16.45748,63.7601,-16.79078,63.60118,-17.08336,0,0,65.971,-13.82414,65.99834,-14.29488,65.7822,-14.58536,65.55124,-14.83726,65.31988,-15.12434,65.13528,-15.39786,64.9348,-15.6954,64.72704,-15.97602,64.504,-16.28238,64.27676,-16.57278,64.06066,-16.8823,63.60118,-17.08336,63.52424,-16.5689,63.64126,-16.20738,63.7833,-15.86548,63.95194,-15.51316,64.1423,-15.19716,64.37264,-14.87618,64.60836,-14.5887,64.8862,-14.2808,65.16284,-14.02764,65.47686,-13.82142,-0.454471495276674,-0.508309574449518,-0.344860000000004,-0.651,2.4904722585084,0.616051989931947,1.26427570523833,0.312735691543565,0.90728091394011,-14.2417003305361,-19.1572693625764,14.2417003305361,19.1572693625764,1.15952039418911,1.40511319361144,0.286823048827978,0.347573748732459,FALSE,-1.15422,-1.8708,9.58879726922273,9.58879726922273,61.4208333713785,76.2198064767328,66.4708548166638,towards,0.00616870744136731,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,FALSE,,,,,,,,,,,,,0
793,64.6032,15.491,-0.978689,683,32183,3.94209674601541,0.937817,9.13093,0,0.0702247,3,113.csv,20230410_110403-data,0_Degree,GoDM,0,0,65.8839,-13.92576,65.60484,-14.20904,65.34362,-14.47154,65.09302,-14.74702,64.85064,-15.04806,64.65606,-15.31592,64.43302,-15.63752,64.24398,-15.93734,64.0555,-16.267,63.87736,-16.59988,63.73094,-16.93284,63.58184,-17.22348,0,0,65.8839,-13.92576,65.91474,-14.39494,65.71734,-14.6897,65.48828,-14.95636,65.26218,-15.24388,65.0861,-15.50378,64.8775,-15.81306,64.677,-16.09468,64.45656,-16.40068,64.22754,-16.70536,64.02342,-17.01336,63.58184,-17.22348,63.4982,-16.7221,63.59378,-16.35892,63.72728,-16.00114,63.89052,-15.64886,64.07764,-15.33336,64.31478,-14.99936,64.53642,-14.72516,64.80328,-14.41514,65.08008,-14.1378,65.39322,-13.92228,-0.446407645881127,-0.520794804984193,-0.324560000000012,-0.665839999999999,2.01863954186977,0.499337787231165,1.39044067660519,0.343944303245513,1.03208541545747,-5.97960400051146,-25.6314974771174,5.97960400051146,25.6314974771174,0.81067628492014,1.09734765110412,0.200531741242845,0.271443780110493,FALSE,-1.11970000000002,-1.88478,9.34363315539028,9.34363315539028,62.7246867072941,78.262478037077,66.4453422007141,towards,0.00595441638207597,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,FALSE,,,,,,,,,,,,,0
794,64.6044,15.5608,-0.973534,686,32333,3.95189028602534,0.955949,9.13093,0,0.0702247,3,113.csv,20230410_110403-data,0_Degree,GoDM,0,0,65.80932,-13.99724,65.52688,-14.27454,65.2783,-14.54536,65.04046,-14.82638,64.79614,-15.13978,64.60876,-15.40832,64.38872,-15.7293,64.20322,-16.02864,64.02086,-16.35842,63.8535,-16.69234,63.7105,-17.02402,63.5577,-17.31284,0,0,65.80932,-13.99724,65.83148,-14.46412,65.64424,-14.76252,65.4307,-15.0385,65.2081,-15.3423,65.03738,-15.60142,64.8285,-15.90928,64.63072,-16.19034,64.41686,-16.49686,64.19966,-16.80404,63.99626,-17.10984,63.5577,-17.31284,63.48322,-16.80844,63.5708,-16.4456,63.69488,-16.0876,63.85336,-15.73586,64.03588,-15.4207,64.26706,-15.08658,64.47982,-14.81102,64.75156,-14.49002,65.01708,-14.20888,65.31984,-13.98586,-0.431365996171988,-0.532690867359252,-0.310359999999996,-0.665600000000001,1.66084701282212,0.410832967011001,1.49424361490657,0.3696213636837,1.13541793133631,4.45255663016817,-21.6261285542037,4.45255663016817,21.6261285542037,0.465185090271793,0.820881805127984,0.115069822428076,0.203056214667856,FALSE,-1.08563999999999,-1.88424,8.81214733754149,8.81214733754149,64.4136199978449,79.3343799437,66.4206910078478,towards,0.00389830665762044,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,FALSE,,,,,,,,,,,,,0
795,64.5774,15.5532,-0.986118,698,33370,4.0859942423124,0.93316,9.47,0,0.0702247,3,113.csv,20230410_110403-data,0_Degree,GoDM,0,0,65.75184,-14.02646,65.48202,-14.299,65.22784,-14.58594,64.99996,-14.87228,64.76428,-15.1883,64.57686,-15.47232,64.36274,-15.7952,64.18576,-16.08198,64.00314,-16.41212,63.84072,-16.7477,63.69752,-17.07966,63.54486,-17.3674,0,0,65.75184,-14.02646,65.78428,-14.48228,65.59392,-14.79562,65.394,-15.07716,65.18084,-15.38492,65.00796,-15.6589,64.80592,-15.96974,64.6165,-16.23972,64.40354,-16.5478,64.19272,-16.85836,63.98678,-17.16488,63.54486,-17.3674,63.46806,-16.8647,63.55018,-16.50168,63.67184,-16.14372,63.8316,-15.7927,64.00548,-15.4916,64.22962,-15.1562,64.43982,-14.86428,64.70342,-14.54162,64.96432,-14.25482,65.27518,-14.01468,-0.412186834454148,-0.534300075789623,-0.305620000000005,-0.667540000000003,1.14415215771325,0.283021507722529,1.56575312476365,0.387310207916358,1.20658103449375,17.469388753426,-14.3828617128677,17.469388753426,14.3828617128677,0.546856517007063,0.699473667911813,0.135272354212541,0.173024270216185,FALSE,-1.06676,-1.89136,8.04906668839703,8.04906668839703,65.8253527979486,79.7825443608786,66.4045445255217,towards,0.00155061250825366,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,FALSE,,,,,,,,,,,,,0
796,64.5272,15.5951,-1.00466,697,33632,4.06604740392477,0.936116,9.51114,0,0.0702247,3,113.csv,20230410_110403-data,0_Degree,GoDM,0,0,65.72332,-14.04572,65.44546,-14.32848,65.196,-14.61306,64.97414,-14.89844,64.74806,-15.21594,64.56028,-15.5139,64.35374,-15.83738,64.17002,-16.13648,63.98316,-16.46448,63.82074,-16.79924,63.67668,-17.12912,63.51798,-17.42344,0,0,65.72332,-14.04572,65.7463,-14.51,65.55226,-14.82168,65.36042,-15.10492,65.15772,-15.41478,64.9867,-15.70318,64.79482,-16.01562,64.6016,-16.29866,64.38344,-16.60448,64.17658,-16.91582,63.97178,-17.22048,63.51798,-17.42344,63.44264,-16.9089,63.52618,-16.54776,63.65324,-16.19236,63.81662,-15.8437,63.9983,-15.5305,64.21472,-15.19478,64.4257,-14.88862,64.68312,-14.56664,64.93932,-14.28448,65.23888,-14.0462,-0.404419990258022,-0.541593285943719,-0.306480000000015,-0.664639999999999,0.716219908128832,0.177166679180721,1.6105168690217,0.398383125365154,1.25065893416232,31.7329673870248,-10.4264121458077,31.7329673870248,10.4264121458077,0.736885575849325,0.678485601123375,0.182278611537722,0.167832588090167,FALSE,-1.07138,-1.91318,7.09670192771436,7.09670192771436,66.7625075902598,79.6751153616095,66.3981238205448,towards,0.00333026617337501,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,,,,,,FALSE,,,,,,,,,,,,,0
797,64.503,15.6581,-1.01993,705,33639,4.12423370230007,0.926772,9.51114,0,0.0702247,3,113.csv,20230410_110403-data,0_Degree,GoDM,0,0,65.6947,-14.0841,65.40762,-14.3661,65.14914,-14.65086,64.92838,-14.93872,64.71344,-15.26204,64.53396,-15.56428,64.33628,-15.89264,64.14524,-16.20782,63.96162,-16.52358,63.78788,-16.8588,63.62928,-17.16926,63.44204,-17.46138,0,0,65.6947,-14.0841,65.70142,-14.55726,65.49258,-14.87042,65.29742,-15.15684,65.1056,-15.47466,64.94414,-15.76954,64.76188,-16.08936,64.5663,-16.39168,64.3551,-16.6885,64.1404,-17.00366,63.92264,-17.29022,63.44204,-17.46138,63.40644,-16.9235,63.50266,-16.57948,63.64112,-16.2261,63.80362,-15.8926,63.9928,-15.56526,64.2016,-15.22736,64.40506,-14.91886,64.65154,-14.59336,64.9091,-14.31144,65.21108,-14.0732,-0.39731374903651,-0.544895483163433,-0.332339999999988,-0.645680000000002,0.909454243378827,0.224965804967905,1.66735775923288,0.412443488175648,1.30736619154696,42.3787226859311,-7.84058066466618,42.3787226859311,7.84058066466618,0.588660050572476,0.833720303670326,0.145613023517801,0.206231990887699,FALSE,-1.08416,-1.90722,5.94051343086701,5.94051343086701,67.4617450894738,77.2493923521885,66.3843265025714,towards,0.0054377024451281,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,,,,,,FALSE,,,,,,,,,,,,,0
798,64.4684,15.7378,-1.02656,708,33164,4.08498292069194,0.94029,9.59341,0,0.0702247,3,113.csv,20230410_110403-data,0_Degree,GoDM,0,0,65.6376,-14.14028,65.35298,-14.43092,65.1002,-14.7053,64.87674,-14.99494,64.67222,-15.30788,64.49522,-15.62868,64.31444,-15.94844,64.12388,-16.26648,63.9313,-16.58306,63.74812,-16.9016,63.55696,-17.1984,63.35116,-17.4631,0,0,65.6376,-14.14028,65.6459,-14.62182,65.43706,-14.92604,65.23784,-15.21864,65.05432,-15.52972,64.89582,-15.84694,64.72882,-16.16174,64.53358,-16.47142,64.31596,-16.7742,64.09358,-17.07672,63.84738,-17.34956,63.35116,-17.4631,63.3509,-16.93166,63.48084,-16.59522,63.62712,-16.25998,63.7938,-15.92914,63.9799,-15.60274,64.16926,-15.2768,64.37196,-14.95392,64.60868,-14.64294,64.87148,-14.36588,65.1577,-14.1358,-0.395211673455591,-0.551866179348724,-0.374339999999997,-0.61534,1.20246654240371,0.297446359317435,1.74251191813311,0.431033885632987,1.38251863524512,47.7593189068955,-5.19503826644321,47.7593189068955,5.19503826644321,0.904117841130851,1.09332647082349,0.2236457737117,0.270449086792674,FALSE,-1.11526000000001,-1.89052,4.68289539374355,4.68289539374355,68.0136755688435,73.2273085717239,66.3618040848107,towards,0.00622070581381582,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,,,,,,FALSE,,,,,,,,,,,,,0
799,64.4206,15.8441,-1.01422,710,32407,4.07765421102816,0.931983,9.52818,0,0.0702247,3,113.csv,20230410_110403-data,0_Degree,GoDM,0,0,65.57024,-14.20794,65.29954,-14.5091,65.04836,-14.779,64.8199,-15.0772,64.62326,-15.38394,64.44854,-15.71176,64.26928,-16.03876,64.08658,-16.34968,63.88104,-16.6694,63.68358,-16.9721,63.45946,-17.25924,63.2414,-17.49632,0,0,65.57024,-14.20794,65.59584,-14.69356,65.3911,-14.99476,65.1834,-15.29726,65.00088,-15.60448,64.84634,-15.93444,64.6781,-16.26102,64.48744,-16.5678,64.25532,-16.87846,64.01658,-17.16722,63.74428,-17.43038,63.2414,-17.49632,63.27122,-16.97674,63.44034,-16.64778,63.59344,-16.3277,63.7681,-15.99706,63.94038,-15.68138,64.12494,-15.3526,64.32574,-15.02818,64.55162,-14.72604,64.8167,-14.44144,65.10258,-14.21554,-0.392058926947277,-0.554070022423517,-0.421580000000013,-0.589839999999999,1.52473442041545,0.377163676730633,1.83780781940908,0.454606615428652,1.4777560602481,49.0156396801778,0.103628809284443,49.0156396801778,0.103628809284443,1.04268855739484,1.27188630203096,0.257923114167543,0.314618275572619,FALSE,-1.16379999999999,-1.8753,3.46314785325286,3.46314785325286,68.4176002551658,69.0701235645216,66.336066437717,towards,0.00877867396749993,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,,,,,,FALSE,,,,,,,,,,,,,0
800,64.3368,15.8878,-0.991958,694,31950,3.98623360553181,0.960917,9.34659,0,0.0702247,3,113.csv,20230410_110403-data,0_Degree,GoDM,0,0,65.50224,-14.32022,65.22486,-14.6229,64.972,-14.89046,64.75132,-15.17706,64.5651,-15.4742,64.38842,-15.8047,64.20688,-16.13438,64.02168,-16.44752,63.80688,-16.76654,63.59592,-17.04968,63.34,-17.32552,63.11112,-17.53226,0,0,65.50224,-14.32022,65.51596,-14.81292,65.30662,-15.1187,65.10302,-15.41232,64.92826,-15.71156,64.777,-16.04782,64.60272,-16.3787,64.40842,-16.68958,64.16526,-17.00092,63.91442,-17.26978,63.61764,-17.5204,63.11112,-17.53226,63.17178,-17.02554,63.37942,-16.70402,63.53996,-16.4004,63.71966,-16.07018,63.89262,-15.75406,64.07652,-15.42438,64.28088,-15.10012,64.4947,-14.8089,64.74978,-14.54092,65.0328,-14.32582,-0.399010989772066,-0.563759728985488,-0.466880000000003,-0.558980000000002,1.77103869184168,0.438090368855984,1.94849773764918,0.481987263482151,1.58840452290971,43.6820656435601,1.30759951381496,43.6820656435601,1.30759951381496,1.01585005908055,1.3470996410604,0.251284248692606,0.333223312035165,FALSE,-1.2251,-1.85132,2.33317139961848,2.33317139961848,68.5014618723394,64.8529464415797,66.2997524292995,towards,0.0108120707967669,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,-5.79852546786012,5.79852546786012,18.4043703060667,,,FALSE,,,,,,,,,,,,,0
801,64.2501,16.0042,-0.980218,699,31508,4.04991456373835,0.95637,9.4459,0,0.0702247,3,113.csv,20230410_110403-data,0_Degree,GoDM,0,0,65.41946,-14.44464,65.14612,-14.74188,64.8977,-15.00174,64.67204,-15.2897,64.48564,-15.5904,64.31622,-15.9109,64.12674,-16.24278,63.94532,-16.54526,63.72988,-16.85056,63.4972,-17.12552,63.22682,-17.37994,62.98428,-17.56454,0,0,65.41946,-14.44464,65.43604,-14.9355,65.23124,-15.23366,65.01856,-15.53066,64.84222,-15.83672,64.7,-16.1663,64.5149,-16.5019,64.31908,-16.80406,64.0773,-17.10466,63.80068,-17.36218,63.4915,-17.5895,62.98428,-17.56454,63.0821,-17.07102,63.30514,-16.76746,63.48004,-16.46624,63.65708,-16.14996,63.822,-15.8465,64.00858,-15.51656,64.20702,-15.20534,64.42292,-14.91568,64.6784,-14.6466,64.959,-14.43934,-0.403777129405826,-0.568771586718883,-0.503060000000005,-0.529380000000003,2.05469405995143,0.50825635981689,2.07691611639615,0.513753285970706,1.71667853030205,36.6552024928277,10.4962734398663,36.6552024928277,10.4962734398663,0.877585364135764,1.35982491681282,0.217082606748163,0.336371081066894,FALSE,-1.25882000000001,-1.78954,1.29817645985424,1.29817645985424,68.5238124064631,61.2707450555428,66.2550593834041,towards,0.0130647207280707,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,,,,,,FALSE,,,,,,,,,,,,,0
802,64.1336,16.1422,-0.963024,688,31538,4.00059431556771,0.975683,9.30545,0,0.0702247,3,113.csv,20230410_110403-data,0_Degree,GoDM,0,0,65.3579,-14.55594,65.07396,-14.84692,64.83468,-15.08776,64.60376,-15.37326,64.41068,-15.67292,64.24004,-15.99356,64.04364,-16.3243,63.86462,-16.61218,63.6425,-16.91376,63.39894,-17.17912,63.12006,-17.42726,62.87794,-17.59404,0,0,65.3579,-14.55594,65.3574,-15.04952,65.1547,-15.33278,64.93724,-15.62894,64.75598,-15.93436,64.61458,-16.26462,64.4235,-16.59938,64.227,-16.88646,63.97616,-17.18212,63.68762,-17.42358,63.37572,-17.64084,62.87794,-17.59404,62.99056,-17.11806,63.22644,-16.81752,63.41032,-16.51802,63.59028,-16.20198,63.75012,-15.91262,63.9419,-15.5834,64.14496,-15.27304,64.37148,-14.98514,64.62956,-14.72156,64.89618,-14.54094,-0.414843085602873,-0.570409242703945,-0.522439999999996,-0.513500000000001,1.79856426296097,0.444899191080009,2.18932638283121,0.541559485413207,1.82712555113216,33.8959716661529,17.7811912304546,33.8959716661529,17.7811912304546,0.938939246230156,1.24283577241971,0.232259319126778,0.307432234244735,FALSE,-1.29062,-1.75434,0.252814047874904,0.252814047874904,67.9530759599919,59.3885742178443,66.2010324743897,towards,0.0105692980520931,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,FALSE,,,,,,,,,,,,,0
803,64.0761,16.213,-0.956817,662,30534,3.85908055376513,0.97066,9.10683,0,0.0702247,3,113.csv,20230410_110403-data,0_Degree,GoDM,0,0,65.32272,-14.665,65.0322,-14.93748,64.78164,-15.18392,64.55788,-15.4526,64.34996,-15.76226,64.17666,-16.06712,63.97098,-16.39578,63.78152,-16.68158,63.56344,-16.96706,63.31438,-17.2276,63.03258,-17.47614,62.79154,-17.6491,0,0,65.32272,-14.665,65.30096,-15.14492,65.08766,-15.43944,64.88096,-15.7206,64.6887,-16.03722,64.5417,-16.3486,64.34056,-16.67912,64.1356,-16.96234,63.88958,-17.2392,63.59898,-17.4709,63.28804,-17.6843,62.79154,-17.6491,62.9033,-17.17018,63.14738,-16.86884,63.33988,-16.5691,63.51996,-16.26606,63.69132,-15.97662,63.89176,-15.6471,64.0954,-15.35042,64.33824,-15.0538,64.58954,-14.80766,64.87034,-14.6323,-0.426058263803128,-0.562559853569164,-0.530860000000004,-0.509079999999997,1.553574294329,0.384297609523151,2.28642477622677,0.565578086008404,1.92321676802175,32.637455725038,17.3040156311109,32.637455725038,17.3040156311109,0.665877939332611,1.10334930359257,0.16471391246226,0.272928370009362,FALSE,-1.31738,-1.71388,-0.918164632632435,0.918164632632435,66.9168323037876,58.7457624959705,66.1573581232655,towards,0.00975018190209474,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,FALSE,,FALSE,,,,,,,,,,,,,0
804,64.0232,16.2188,-0.931608,665,30302,3.91090331994448,0.968265,9.10683,0,0.0702247,3,113.csv,20230410_110403-data,0_Degree,GoDM,0,0,65.28062,-14.75388,64.98652,-15.02474,64.73348,-15.27166,64.51414,-15.52644,64.29842,-15.83512,64.12086,-16.124,63.90924,-16.4361,63.70566,-16.71676,63.477,-16.99698,63.2242,-17.25744,62.9553,-17.49472,62.7066,-17.66184,0,0,65.28062,-14.75388,65.25416,-15.23312,65.03754,-15.52814,64.83604,-15.7958,64.63758,-16.11228,64.48236,-16.40708,64.27488,-16.72082,64.05354,-17.00094,63.79614,-17.27426,63.50412,-17.50574,63.20544,-17.70968,62.7066,-17.66184,62.8331,-17.1838,63.06418,-16.89398,63.26464,-16.59552,63.45646,-16.30046,63.64134,-16.01766,63.84546,-15.70352,64.04788,-15.42174,64.29792,-15.12668,64.54432,-14.8938,64.82696,-14.71868,-0.442173166949207,-0.561494438348294,-0.521699999999996,-0.49774,1.27488722889526,0.315360595411788,2.36610522803273,0.585288123221641,2.00129291669162,31.620312866209,7.46515646017179,31.620312866209,7.46515646017179,0.498771332318675,1.11756014350935,0.123377833559952,0.276443613425316,FALSE,-1.34311999999999,-1.6596,-2.29657730601351,2.29657730601351,65.8948903566411,58.6438239556269,66.1170784528445,towards,0.00774312417318099,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,FALSE,,FALSE,,,,,,,,,,,,,0
